,TID,English,Arabic,Chinese Simplified,Chinese Traditional,Dutch,Filipino,Finnish,French,German,Hindi,Indonesian,Italian,Korean,Japanese,Malay,Norwegian,Polish,Portuguese,Portuguese Brazil,Russian,Spanish,Swedish,Thai,Turkish (old),Turkish,Vietnamese
620,6.07 TPS (6.07 / 6.07 / 6.07),6.07 TPS (6.07 / 6.07 / 6.07),,,,,,,,,,,,,,,,,,,,,,,,,
621,A boring song no.6,A boring song no.6,,,,,,,,,,,,,,,,,,,,,,,,,
622,18.0 TPS (18.0 / 18.0 / 18.0),18.0 TPS (18.0 / 18.0 / 18.0),,,,,,,,,,,,,,,,,,,,,,,,,
623,A Breeze From Alabama,A Breeze From Alabama,,,,,,,,,,,,,,,,,,,,,,,,,
624,5.6 TPS (5.33 / 5.6 / 5.87),5.6 TPS (5.33 / 5.6 / 5.87),,,,,,,,,,,,,,,,,,,,,,,,,
625,A Car A Torch A Death,A Car A Torch A Death,,,,,,,,,,,,,,,,,,,,,,,,,
626,5.83 TPS (5.83 / 5.83 / 5.83),5.83 TPS (5.83 / 5.83 / 5.83),,,,,,,,,,,,,,,,,,,,,,,,,
627,A city moved by time (Another ver.),A city moved by time (Another ver.),,,,,,,,,,,,,,,,,,,,,,,,,
628,6.93 TPS (6.93 / 6.93 / 6.93),6.93 TPS (6.93 / 6.93 / 6.93),,,,,,,,,,,,,,,,,,,,,,,,,
629,A Cloudy Sunday,A Cloudy Sunday,,,,,,,,,,,,,,,,,,,,,,,,,
630,5.8 TPS (5.67 / 5.8 / 5.93),5.8 TPS (5.67 / 5.8 / 5.93),,,,,,,,,,,,,,,,,,,,,,,,,
631,A Comme Amour,A Comme Amour,,,,,,,,,,,,,,,,,,,,,,,,,
632,7.0 TPS (6.67 / 7.0 / 7.33),7.0 TPS (6.67 / 7.0 / 7.33),,,,,,,,,,,,,,,,,,,,,,,,,
633,A Concert Waltz,A Concert Waltz,,,,,,,,,,,,,,,,,,,,,,,,,
634,5.6 TPS (5.33 / 5.6 / 5.87),5.6 TPS (5.33 / 5.6 / 5.87),,,,,,,,,,,,,,,,,,,,,,,,,
635,A Cruel Angel's Thesis,A Cruel Angel's Thesis,,,,,,,,,,,,,,,,,,,,,,,,,
636,8.67 TPS (8.67 / 8.67 / 8.67),8.67 TPS (8.67 / 8.67 / 8.67),,,,,,,,,,,,,,,,,,,,,,,,,
637,A cyber's world,A cyber's world,,,,,,,,,,,,,,,,,,,,,,,,,
638,4.13 TPS (4.13 / 4.13 / 4.13),4.13 TPS (4.13 / 4.13 / 4.13),,,,,,,,,,,,,,,,,,,,,,,,,
639,A Day of Beginnings,A Day of Beginnings,,,,,,,,,,,,,,,,,,,,,,,,,
640,3.1 TPS (3.1 / 3.1 / 3.1),3.1 TPS (3.1 / 3.1 / 3.1),,,,,,,,,,,,,,,,,,,,,,,,,
641,A Dream Transcending Space-Time,A Dream Transcending Space-Time,,,,,,,,,,,,,,,,,,,,,,,,,
642,5.0 TPS (5.0 / 5.0 / 5.0),5.0 TPS (5.0 / 5.0 / 5.0),,,,,,,,,,,,,,,,,,,,,,,,,
643,A Flower Studded Sake Dish on Mt Ooe,A Flower Studded Sake Dish on Mt Ooe,,,,,,,,,,,,,,,,,,,,,,,,,
644,5.15 TPS (5.15 / 5.15 / 5.15),5.15 TPS (5.15 / 5.15 / 5.15),,,,,,,,,,,,,,,,,,,,,,,,,
645,A Fun Exploration,A Fun Exploration,,,,,,,,,,,,,,,,,,,,,,,,,
646,9.73 TPS (9.73 / 9.73 / 9.73),9.73 TPS (9.73 / 9.73 / 9.73),,,,,,,,,,,,,,,,,,,,,,,,,
647,A Girl Like Me,A Girl Like Me,,,,,,,,,,,,,,,,,,,,,,,,,
648,8.93 TPS (8.6 / 8.93 / 9.27),8.93 TPS (8.6 / 8.93 / 9.27),,,,,,,,,,,,,,,,,,,,,,,,,
649,A Horse With No Name,A Horse With No Name,,,,,,,,,,,,,,,,,,,,,,,,,
650,8.4 TPS (8.4 / 8.4 / 8.4),8.4 TPS (8.4 / 8.4 / 8.4),,,,,,,,,,,,,,,,,,,,,,,,,
651,A Kind of Magic,A Kind of Magic,,,,,,,,,,,,,,,,,,,,,,,,,
652,4.2 TPS (4.2 / 4.2 / 4.2),4.2 TPS (4.2 / 4.2 / 4.2),,,,,,,,,,,,,,,,,,,,,,,,,
653,A La Claire Fontaine,A La Claire Fontaine,,,,,,,,,,,,,,,,,,,,,,,,,
654,3.33 TPS (3.33 / 3.33 / 3.33),3.33 TPS (3.33 / 3.33 / 3.33),,,,,,,,,,,,,,,,,,,,,,,,,
655,A la Filipiniana BEEPY,A la Filipiniana BEEPY,,,,,,,,,,,,,,,,,,,,,,,,,
656,6.8 TPS (6.8 / 6.8 / 6.8),6.8 TPS (6.8 / 6.8 / 6.8),,,,,,,,,,,,,,,,,,,,,,,,,
657,A la Filipiniana,A la Filipiniana,,,,,,,,,,,,,,,,,,,,,,,,,
658,6.8 TPS (6.8 / 6.8 / 6.8),6.8 TPS (6.8 / 6.8 / 6.8),,,,,,,,,,,,,,,,,,,,,,,,,
659,A Letter,A Letter,,,,,,,,,,,,,,,,,,,,,,,,,
660,2.63 TPS (2.63 / 2.63 / 2.63),2.63 TPS (2.63 / 2.63 / 2.63),,,,,,,,,,,,,,,,,,,,,,,,,
661,A Maiden's Illusionary Funeral,A Maiden's Illusionary Funeral,,,,,,,,,,,,,,,,,,,,,,,,,
662,5.35 TPS (5.35 / 5.35 / 5.35),5.35 TPS (5.35 / 5.35 / 5.35),,,,,,,,,,,,,,,,,,,,,,,,,
663,A MC Drive for MediaGelatinLostZoneMaker937 30012021,A MC Drive for MediaGelatinLostZoneMaker937 30012021,,,,,,,,,,,,,,,,,,,,,,,,,
664,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
665,A MC Drive for piano tile mod the BFDI Fan,A MC Drive for piano tile mod the BFDI Fan,,,,,,,,,,,,,,,,,,,,,,,,,
666,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
667,A MC Drive From PT2 & 763Mod Gamer Fan & PT2 Maker,A MC Drive From PT2 & 763Mod Gamer Fan & PT2 Maker,,,,,,,,,,,,,,,,,,,,,,,,,
668,7.0 TPS (7.0 / 7.0 / 7.0),7.0 TPS (7.0 / 7.0 / 7.0),,,,,,,,,,,,,,,,,,,,,,,,,
669,A Message on the Wind,A Message on the Wind,,,,,,,,,,,,,,,,,,,,,,,,,
670,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
671,A Midsummer Night's Dream,A Midsummer Night's Dream,,,,,,,,,,,,,,,,,,,,,,,,,
672,6.2 TPS (6.2 / 6.2 / 6.2),6.2 TPS (6.2 / 6.2 / 6.2),,,,,,,,,,,,,,,,,,,,,,,,,
673,A New World,A New World,,,,,,,,,,,,,,,,,,,,,,,,,
674,7.6 TPS (7.6 / 7.6 / 7.6),7.6 TPS (7.6 / 7.6 / 7.6),,,,,,,,,,,,,,,,,,,,,,,,,
675,A Piece in B flat Major WoO 60,A Piece in B flat Major WoO 60,,,,,,,,,,,,,,,,,,,,,,,,,
676,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
677,A Piece in B Minor WoO 61,A Piece in B Minor WoO 61,,,,,,,,,,,,,,,,,,,,,,,,,
678,7.2 TPS (7.2 / 7.2 / 7.2),7.2 TPS (7.2 / 7.2 / 7.2),,,,,,,,,,,,,,,,,,,,,,,,,
679,A Piece in G Minor WoO 61a,A Piece in G Minor WoO 61a,,,,,,,,,,,,,,,,,,,,,,,,,
680,4.23 TPS (4.2 / 4.23 / 4.27),4.23 TPS (4.2 / 4.23 / 4.27),,,,,,,,,,,,,,,,,,,,,,,,,
681,A Poké Radar Hit_,A Poké Radar Hit_,,,,,,,,,,,,,,,,,,,,,,,,,
682,12.27 TPS (12.27 / 12.27 / 12.27),12.27 TPS (12.27 / 12.27 / 12.27),,,,,,,,,,,,,,,,,,,,,,,,,
683,A Real Slow Drag,A Real Slow Drag,,,,,,,,,,,,,,,,,,,,,,,,,
684,4.93 TPS (4.67 / 4.93 / 5.2),4.93 TPS (4.67 / 4.93 / 5.2),,,,,,,,,,,,,,,,,,,,,,,,,
685,A Sacred Lot,A Sacred Lot,,,,,,,,,,,,,,,,,,,,,,,,,
686,7.5 TPS (7.5 / 7.5 / 7.5),7.5 TPS (7.5 / 7.5 / 7.5),,,,,,,,,,,,,,,,,,,,,,,,,
687,A Shared Dream(Instrumental),A Shared Dream(Instrumental),,,,,,,,,,,,,,,,,,,,,,,,,
688,5.6 TPS (5.33 / 5.6 / 5.87),5.6 TPS (5.33 / 5.6 / 5.87),,,,,,,,,,,,,,,,,,,,,,,,,
689,A Sky Full of Stars,A Sky Full of Stars,,,,,,,,,,,,,,,,,,,,,,,,,
690,4.0 TPS (4.0 / 4.0 / 4.0),4.0 TPS (4.0 / 4.0 / 4.0),,,,,,,,,,,,,,,,,,,,,,,,,
691,A Surprise at the Lake,A Surprise at the Lake,,,,,,,,,,,,,,,,,,,,,,,,,
692,10.13 TPS (10.13 / 10.13 / 10.13),10.13 TPS (10.13 / 10.13 / 10.13),,,,,,,,,,,,,,,,,,,,,,,,,
693,A Tale Of Six Trillions Years And A Night,A Tale Of Six Trillions Years And A Night,,,,,,,,,,,,,,,,,,,,,,,,,
694,12.93 TPS (12.93 / 12.93 / 12.93),12.93 TPS (12.93 / 12.93 / 12.93),,,,,,,,,,,,,,,,,,,,,,,,,
695,A Tear,A Tear,,,,,,,,,,,,,,,,,,,,,,,,,
696,3.47 TPS (3.33 / 3.47 / 3.6),3.47 TPS (3.33 / 3.47 / 3.6),,,,,,,,,,,,,,,,,,,,,,,,,
697,A Tight Spot During Battle!,A Tight Spot During Battle!,,,,,,,,,,,,,,,,,,,,,,,,,
698,5.73 TPS (5.73 / 5.73 / 5.73),5.73 TPS (5.73 / 5.73 / 5.73),,,,,,,,,,,,,,,,,,,,,,,,,
699,A Tiny Tiny Clever Commander,A Tiny Tiny Clever Commander,,,,,,,,,,,,,,,,,,,,,,,,,
700,5.67 TPS (5.67 / 5.67 / 5.67),5.67 TPS (5.67 / 5.67 / 5.67),,,,,,,,,,,,,,,,,,,,,,,,,
701,A Totally Different Rag,A Totally Different Rag,,,,,,,,,,,,,,,,,,,,,,,,,
702,4.4 TPS (4.4 / 4.4 / 4.4),4.4 TPS (4.4 / 4.4 / 4.4),,,,,,,,,,,,,,,,,,,,,,,,,
703,A Town Called Hometown,A Town Called Hometown,,,,,,,,,,,,,,,,,,,,,,,,,
704,4.67 TPS (4.67 / 4.67 / 4.67),4.67 TPS (4.67 / 4.67 / 4.67),,,,,,,,,,,,,,,,,,,,,,,,,
705,A Town With an Ocean View,A Town With an Ocean View,,,,,,,,,,,,,,,,,,,,,,,,,
706,7.0 TPS (7.0 / 7.0 / 7.0),7.0 TPS (7.0 / 7.0 / 7.0),,,,,,,,,,,,,,,,,,,,,,,,,
707,A Trick of a Dynamic Wind Op.8,A Trick of a Dynamic Wind Op.8,,,,,,,,,,,,,,,,,,,,,,,,,
708,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
709,a tricky chinese's,a tricky chinese's,,,,,,,,,,,,,,,,,,,,,,,,,
710,5.3 TPS (5.17 / 5.3 / 5.43),5.3 TPS (5.17 / 5.3 / 5.43),,,,,,,,,,,,,,,,,,,,,,,,,
711,A Wish for Peace,A Wish for Peace,,,,,,,,,,,,,,,,,,,,,,,,,
712,5.07 TPS (5.07 / 5.07 / 5.07),5.07 TPS (5.07 / 5.07 / 5.07),,,,,,,,,,,,,,,,,,,,,,,,,
713,A World of Grey,A World of Grey,,,,,,,,,,,,,,,,,,,,,,,,,
714,4.33 TPS (4.33 / 4.33 / 4.33),4.33 TPS (4.33 / 4.33 / 4.33),,,,,,,,,,,,,,,,,,,,,,,,,
715,A-ing,A-ing,,,,,,,,,,,,,,,,,,,,,,,,,
716,7.0 TPS (6.67 / 7.0 / 7.33),7.0 TPS (6.67 / 7.0 / 7.33),,,,,,,,,,,,,,,,,,,,,,,,,
717,A-Roving,A-Roving,,,,,,,,,,,,,,,,,,,,,,,,,
718,4.6 TPS (4.6 / 4.6 / 4.6),4.6 TPS (4.6 / 4.6 / 4.6),,,,,,,,,,,,,,,,,,,,,,,,,
719,Ab Irato (The Perfect Etude),Ab Irato (The Perfect Etude),,,,,,,,,,,,,,,,,,,,,,,,,
720,5.8 TPS (5.67 / 5.8 / 5.93),5.8 TPS (5.67 / 5.8 / 5.93),,,,,,,,,,,,,,,,,,,,,,,,,
721,Ab irato S.143,Ab irato S.143,,,,,,,,,,,,,,,,,,,,,,,,,
722,0.02 TPS (0.02 / 0.02 / 0.02),0.02 TPS (0.02 / 0.02 / 0.02),,,,,,,,,,,,,,,,,,,,,,,,,
723,ABBA - I Still Have Faith In You,ABBA - I Still Have Faith In You,,,,,,,,,,,,,,,,,,,,,,,,,
724,10.0 TPS (10.0 / 10.0 / 10.0),10.0 TPS (10.0 / 10.0 / 10.0),,,,,,,,,,,,,,,,,,,,,,,,,
725,Abinj,Abinj,,,,,,,,,,,,,,,,,,,,,,,,,
726,2.33 TPS (2.33 / 2.33 / 2.33),2.33 TPS (2.33 / 2.33 / 2.33),,,,,,,,,,,,,,,,,,,,,,,,,
727,Abschied (Russisches Volkslied) S.251,Abschied (Russisches Volkslied) S.251,,,,,,,,,,,,,,,,,,,,,,,,,
728,5.33 TPS (5.33 / 5.33 / 5.33),5.33 TPS (5.33 / 5.33 / 5.33),,,,,,,,,,,,,,,,,,,,,,,,,
729,Abschied,Abschied,,,,,,,,,,,,,,,,,,,,,,,,,
730,2.93 TPS (2.93 / 2.93 / 2.93),2.93 TPS (2.93 / 2.93 / 2.93),,,,,,,,,,,,,,,,,,,,,,,,,
731,Access,Access,,,,,,,,,,,,,,,,,,,,,,,,,
732,5.0 TPS (5.0 / 5.0 / 5.0),5.0 TPS (5.0 / 5.0 / 5.0),,,,,,,,,,,,,,,,,,,,,,,,,
733,Accompaniment Challenge,Accompaniment Challenge,,,,,,,,,,,,,,,,,,,,,,,,,
734,4.91 TPS (5.27 / 6.12 / 3.35),4.91 TPS (5.27 / 6.12 / 3.35),,,,,,,,,,,,,,,,,,,,,,,,,
735,Accompaniment tile,Accompaniment tile,,,,,,,,,,,,,,,,,,,,,,,,,
736,5.0 TPS (5.0 / 5.0 / 5.0),5.0 TPS (5.0 / 5.0 / 5.0),,,,,,,,,,,,,,,,,,,,,,,,,
737,Accumula Town (Furret Walk),Accumula Town (Furret Walk),,,,,,,,,,,,,,,,,,,,,,,,,
738,7.33 TPS (7.33 / 7.33 / 7.33),7.33 TPS (7.33 / 7.33 / 7.33),,,,,,,,,,,,,,,,,,,,,,,,,
739,Accumula Town,Accumula Town,,,,,,,,,,,,,,,,,,,,,,,,,
740,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
741,Across the Snow,Across the Snow,,,,,,,,,,,,,,,,,,,,,,,,,
742,5.33 TPS (5.33 / 5.33 / 5.33),5.33 TPS (5.33 / 5.33 / 5.33),,,,,,,,,,,,,,,,,,,,,,,,,
743,Addict With a Pen,Addict With a Pen,,,,,,,,,,,,,,,,,,,,,,,,,
744,7.0 TPS (7.0 / 7.0 / 7.0),7.0 TPS (7.0 / 7.0 / 7.0),,,,,,,,,,,,,,,,,,,,,,,,,
745,Adelaide Op.46,Adelaide Op.46,,,,,,,,,,,,,,,,,,,,,,,,,
746,10.0 TPS (10.0 / 10.0 / 10.0),10.0 TPS (10.0 / 10.0 / 10.0),,,,,,,,,,,,,,,,,,,,,,,,,
747,Admission chorus,Admission chorus,,,,,,,,,,,,,,,,,,,,,,,,,
748,6.13 TPS (6.0 / 6.13 / 6.27),6.13 TPS (6.0 / 6.13 / 6.27),,,,,,,,,,,,,,,,,,,,,,,,,
749,Adrian's Dream,Adrian's Dream,,,,,,,,,,,,,,,,,,,,,,,,,
750,5.0 TPS (5.0 / 5.0 / 5.0),5.0 TPS (5.0 / 5.0 / 5.0),,,,,,,,,,,,,,,,,,,,,,,,,
751,Adventure Fantasy,Adventure Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,
752,4.5 TPS (4.5 / 4.5 / 4.5),4.5 TPS (4.5 / 4.5 / 4.5),,,,,,,,,,,,,,,,,,,,,,,,,
753,Adventure of the Boss Tiger,Adventure of the Boss Tiger,,,,,,,,,,,,,,,,,,,,,,,,,
754,4.4 TPS (4.33 / 4.4 / 4.47),4.4 TPS (4.33 / 4.4 / 4.47),,,,,,,,,,,,,,,,,,,,,,,,,
755,Adventure Of Tiger,Adventure Of Tiger,,,,,,,,,,,,,,,,,,,,,,,,,
756,4.4 TPS (4.33 / 4.4 / 4.47),4.4 TPS (4.33 / 4.4 / 4.47),,,,,,,,,,,,,,,,,,,,,,,,,
757,Adventure Theme,Adventure Theme,,,,,,,,,,,,,,,,,,,,,,,,,
758,8.6 TPS (8.6 / 8.6 / 8.6),8.6 TPS (8.6 / 8.6 / 8.6),,,,,,,,,,,,,,,,,,,,,,,,,
759,Aegis Cave,Aegis Cave,,,,,,,,,,,,,,,,,,,,,,,,,
760,9.6 TPS (9.6 / 9.6 / 9.6),9.6 TPS (9.6 / 9.6 / 9.6),,,,,,,,,,,,,,,,,,,,,,,,,
761,AETER,AETER,,,,,,,,,,,,,,,,,,,,,,,,,
762,2.67 TPS (2.67 / 2.67 / 2.67),2.67 TPS (2.67 / 2.67 / 2.67),,,,,,,,,,,,,,,,,,,,,,,,,
763,Affections Touching Across Time,Affections Touching Across Time,,,,,,,,,,,,,,,,,,,,,,,,,
764,6.0 TPS (6.0 / 6.0 / 6.0),6.0 TPS (6.0 / 6.0 / 6.0),,,,,,,,,,,,,,,,,,,,,,,,,
765,Africa,Africa,,,,,,,,,,,,,,,,,,,,,,,,,
766,6.0 TPS (6.0 / 6.0 / 6.0),6.0 TPS (6.0 / 6.0 / 6.0),,,,,,,,,,,,,,,,,,,,,,,,,
767,Afterlife The Limelight,Afterlife The Limelight,,,,,,,,,,,,,,,,,,,,,,,,,
768,4.0 TPS (4.0 / 4.0 / 4.0),4.0 TPS (4.0 / 4.0 / 4.0),,,,,,,,,,,,,,,,,,,,,,,,,
769,Afterlife,Afterlife,,,,,,,,,,,,,,,,,,,,,,,,,
770,7.33 TPS (7.33 / 7.33 / 7.33),7.33 TPS (7.33 / 7.33 / 7.33),,,,,,,,,,,,,,,,,,,,,,,,,
771,Afti i Nyxta Menei,Afti i Nyxta Menei,,,,,,,,,,,,,,,,,,,,,,,,,
772,4.33 TPS (4.33 / 4.33 / 4.33),4.33 TPS (4.33 / 4.33 / 4.33),,,,,,,,,,,,,,,,,,,,,,,,,
773,Again,Again,,,,,,,,,,,,,,,,,,,,,,,,,
774,6.33 TPS (6.33 / 6.33 / 6.33),6.33 TPS (6.33 / 6.33 / 6.33),,,,,,,,,,,,,,,,,,,,,,,,,
775,Agape Op.87,Agape Op.87,,,,,,,,,,,,,,,,,,,,,,,,,
776,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
777,aghy,aghy,,,,,,,,,,,,,,,,,,,,,,,,,
778,11.47 TPS (11.47 / 11.47 / 11.47),11.47 TPS (11.47 / 11.47 / 11.47),,,,,,,,,,,,,,,,,,,,,,,,,
779,Ah Choo,Ah Choo,,,,,,,,,,,,,,,,,,,,,,,,,
780,4.17 TPS (4.0 / 4.17 / 4.33),4.17 TPS (4.0 / 4.17 / 4.33),,,,,,,,,,,,,,,,,,,,,,,,,
781,Ah! Perfido Op.65,Ah! Perfido Op.65,,,,,,,,,,,,,,,,,,,,,,,,,
782,9.3 TPS (9.3 / 9.3 / 9.3),9.3 TPS (9.3 / 9.3 / 9.3),,,,,,,,,,,,,,,,,,,,,,,,,
783,Ahh Op.76,Ahh Op.76,,,,,,,,,,,,,,,,,,,,,,,,,
784,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
785,ahyesyesyes,ahyesyesyes,,,,,,,,,,,,,,,,,,,,,,,,,
786,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
787,Ai Yeu Bac Ho Chi Minh Hon Thieu Nien Nhi Dong,Ai Yeu Bac Ho Chi Minh Hon Thieu Nien Nhi Dong,,,,,,,,,,,,,,,,,,,,,,,,,
788,6.49 TPS (6.49 / 6.49 / 6.49),6.49 TPS (6.49 / 6.49 / 6.49),,,,,,,,,,,,,,,,,,,,,,,,,
789,aibomb2,aibomb2,,,,,,,,,,,,,,,,,,,,,,,,,
790,16.0 TPS (16.0 / 16.0 / 16.0),16.0 TPS (16.0 / 16.0 / 16.0),,,,,,,,,,,,,,,,,,,,,,,,,
791,Aida-Grand March,Aida-Grand March,,,,,,,,,,,,,,,,,,,,,,,,,
792,6.47 TPS (6.33 / 6.47 / 6.6),6.47 TPS (6.33 / 6.47 / 6.6),,,,,,,,,,,,,,,,,,,,,,,,,
793,Aime-Moi Op.15 No.1,Aime-Moi Op.15 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
794,6.57 TPS (6.47 / 6.47 / 6.76),6.57 TPS (6.47 / 6.47 / 6.76),,,,,,,,,,,,,,,,,,,,,,,,,
795,Air Catcher,Air Catcher,,,,,,,,,,,,,,,,,,,,,,,,,
796,3.67 TPS (3.67 / 3.67 / 3.67),3.67 TPS (3.67 / 3.67 / 3.67),,,,,,,,,,,,,,,,,,,,,,,,,
797,Air de Ballet Op.24 No.2,Air de Ballet Op.24 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
798,9.2 TPS (9.2 / 9.2 / 9.2),9.2 TPS (9.2 / 9.2 / 9.2),,,,,,,,,,,,,,,,,,,,,,,,,
799,Air of Unease,Air of Unease,,,,,,,,,,,,,,,,,,,,,,,,,
800,11.0 TPS (11.0 / 11.0 / 11.0),11.0 TPS (11.0 / 11.0 / 11.0),,,,,,,,,,,,,,,,,,,,,,,,,
801,Air on G String,Air on G String,,,,,,,,,,,,,,,,,,,,,,,,,
802,4.67 TPS (4.67 / 4.67 / 4.67),4.67 TPS (4.67 / 4.67 / 4.67),,,,,,,,,,,,,,,,,,,,,,,,,
803,Air Rally,Air Rally,,,,,,,,,,,,,,,,,,,,,,,,,
804,6.0 TPS (6.0 / 6.0 / 6.0),6.0 TPS (6.0 / 6.0 / 6.0),,,,,,,,,,,,,,,,,,,,,,,,,
805,Airborne Robots (Another Ver.),Airborne Robots (Another Ver.),,,,,,,,,,,,,,,,,,,,,,,,,
806,13.33 TPS (13.33 / 13.33 / 13.33),13.33 TPS (13.33 / 13.33 / 13.33),,,,,,,,,,,,,,,,,,,,,,,,,
807,Airborne Robots,Airborne Robots,,,,,,,,,,,,,,,,,,,,,,,,,
808,10.0 TPS (10.0 / 10.0 / 10.0),10.0 TPS (10.0 / 10.0 / 10.0),,,,,,,,,,,,,,,,,,,,,,,,,
809,Airplane Pt.2,Airplane Pt.2,,,,,,,,,,,,,,,,,,,,,,,,,
810,8.67 TPS (8.67 / 8.67 / 8.67),8.67 TPS (8.67 / 8.67 / 8.67),,,,,,,,,,,,,,,,,,,,,,,,,
811,Airship (Super Mario Bros.),Airship (Super Mario Bros.),,,,,,,,,,,,,,,,,,,,,,,,,
812,6.0 TPS (6.0 / 6.0 / 6.0),6.0 TPS (6.0 / 6.0 / 6.0),,,,,,,,,,,,,,,,,,,,,,,,,
813,Airship Fortress,Airship Fortress,,,,,,,,,,,,,,,,,,,,,,,,,
814,9.87 TPS (9.87 / 9.87 / 9.87),9.87 TPS (9.87 / 9.87 / 9.87),,,,,,,,,,,,,,,,,,,,,,,,,
815,Airy,Airy,,,,,,,,,,,,,,,,,,,,,,,,,
816,7.6 TPS (7.6 / 7.6 / 7.6),7.6 TPS (7.6 / 7.6 / 7.6),,,,,,,,,,,,,,,,,,,,,,,,,
817,Aishite Aishite Aishite,Aishite Aishite Aishite,,,,,,,,,,,,,,,,,,,,,,,,,
818,7.67 TPS (7.67 / 7.67 / 7.67),7.67 TPS (7.67 / 7.67 / 7.67),,,,,,,,,,,,,,,,,,,,,,,,,
819,Aitai-tai,Aitai-tai,,,,,,,,,,,,,,,,,,,,,,,,,
820,2.3 TPS (2.3 / 2.3 / 2.3),2.3 TPS (2.3 / 2.3 / 2.3),,,,,,,,,,,,,,,,,,,,,,,,,
821,Ajax Polka,Ajax Polka,,,,,,,,,,,,,,,,,,,,,,,,,
822,3.83 TPS (3.77 / 3.83 / 3.9),3.83 TPS (3.77 / 3.83 / 3.9),,,,,,,,,,,,,,,,,,,,,,,,,
823,Akasha,Akasha,,,,,,,,,,,,,,,,,,,,,,,,,
824,12.33 TPS (12.33 / 12.33 / 12.33),12.33 TPS (12.33 / 12.33 / 12.33),,,,,,,,,,,,,,,,,,,,,,,,,
825,Alan Walker 3 in 1 SOUTH,Alan Walker 3 in 1 SOUTH,,,,,,,,,,,,,,,,,,,,,,,,,
826,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
827,Album Leaf (Moderato) in E major B.151,Album Leaf (Moderato) in E major B.151,,,,,,,,,,,,,,,,,,,,,,,,,
828,4.67 TPS (4.67 / 4.67 / 4.67),4.67 TPS (4.67 / 4.67 / 4.67),,,,,,,,,,,,,,,,,,,,,,,,,
829,Album Leaf in Waltz Form S.166,Album Leaf in Waltz Form S.166,,,,,,,,,,,,,,,,,,,,,,,,,
830,12.33 TPS (12.33 / 12.33 / 12.33),12.33 TPS (12.33 / 12.33 / 12.33),,,,,,,,,,,,,,,,,,,,,,,,,
831,Album Leaf,Album Leaf,,,,,,,,,,,,,,,,,,,,,,,,,
832,6.53 TPS (6.0 / 6.53 / 7.07),6.53 TPS (6.0 / 6.53 / 7.07),,,,,,,,,,,,,,,,,,,,,,,,,
833,Album Op.72 No.1 (Prelude),Album Op.72 No.1 (Prelude),,,,,,,,,,,,,,,,,,,,,,,,,
834,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
835,Album Op.72 No.2 (Carillon),Album Op.72 No.2 (Carillon),,,,,,,,,,,,,,,,,,,,,,,,,
836,4.45 TPS (4.45 / 4.45 / 4.45),4.45 TPS (4.45 / 4.45 / 4.45),,,,,,,,,,,,,,,,,,,,,,,,,
837,Album Op.72 No.3 (Toccata),Album Op.72 No.3 (Toccata),,,,,,,,,,,,,,,,,,,,,,,,,
838,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
839,Album Op.72 No.4 (Valse),Album Op.72 No.4 (Valse),,,,,,,,,,,,,,,,,,,,,,,,,
840,7.3 TPS (7.3 / 7.3 / 7.3),7.3 TPS (7.3 / 7.3 / 7.3),,,,,,,,,,,,,,,,,,,,,,,,,
841,Album Op.72 No.5 (Chanson Napolitaine),Album Op.72 No.5 (Chanson Napolitaine),,,,,,,,,,,,,,,,,,,,,,,,,
