SongName,BaseBPM,first,second,third,firstBB,secondBB,thirdBB,firstTPS,secondTPS,thirdTPS,avgTPS
Tomb Time.json,140,140,140,140,0.5,0.5,0.5,4.67,4.67,4.67,4.67
Tome of Knowledge.json,110,110,110,110,0.5,0.5,0.5,3.67,3.67,3.67,3.67
Tongtian Avenue is wide and wide.json,120,120,120,120,0.75,0.75,0.75,2.67,2.67,2.67,2.67
Tonight Stars an Easygoing Egoist.json,159,159,159,159,0.25,0.25,0.25,10.6,10.6,10.6,10.6
Tonight.json,118,118,118,118,0.5,0.5,0.5,3.93,3.93,3.93,3.93
Toot - toot Song.json,107,107,109,111,0.25,0.25,0.25,7.13,7.27,7.4,7.27
Toothless Dragon Dancing.json,250,250,260,270,0.25,0.25,0.25,16.67,17.33,18.0,17.33
Topoliniy puh.json,200,200,200,200,0.375,0.375,0.375,8.89,8.89,8.89,8.89
Torna a Surriento.json,100,100,100,100,0.5,0.5,0.5,3.33,3.33,3.33,3.33
Tortues.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Totentanz S.126.json,160,160,160,160,0.25,0.25,0.25,10.67,10.67,10.67,10.67
Totentanz S.525.json,783,783,783,783,0.25,0.25,0.25,52.2,52.2,52.2,52.2
Totentanz.json,115,115,115,115,0.5,0.5,0.5,3.83,3.83,3.83,3.83
Touch.json,35,35,35,35,0.25,0.25,0.25,2.33,2.33,2.33,2.33
Touhou Ultra Medley.json,160,160,160,160,0.25,0.25,0.25,10.67,10.67,10.67,10.67
Tournament Galop.json,1,1,1,1,0.75,0.75,0.75,0.02,0.02,0.02,0.02
Toward A Resolute Step Op.35.json,960,960,960,960,2,2,2,8.0,8.0,8.0,8.0
Toward the Season of Bloom Op.70.json,480,480,480,480,1,1,1,8.0,8.0,8.0,8.0
town.mid.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Toxic Waste.json,160,160,160,160,0.5,0.5,0.5,5.33,5.33,5.33,5.33
TPDB.json,150,150,152,154,0.75,0.75,0.75,3.33,3.38,3.42,3.38
TPDB1.json,150,150,152,154,0.75,0.75,0.75,3.33,3.38,3.42,3.38
TPOT 1 Intro.json,150,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
TPOT Intro.json,142.5,142.5,142.5,142.5,0.25,0.25,0.25,9.5,9.5,9.5,9.5
Traceless Star.json,120,120,124,128,0.5,0.5,0.5,4.0,4.13,4.27,4.13
Trainers' Eyes Meet (Ace Trainer).json,150,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
Trainers' Eyes Meet (Aroma Lady).json,284,284,284,284,0.5,0.5,0.5,9.47,9.47,9.47,9.47
Trainers' Eyes Meet (Artist).json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Trainers' Eyes Meet (Cyclist).json,340,340,340,340,0.5,0.5,0.5,11.33,11.33,11.33,11.33
Trainers' Eyes Meet (Hiker).json,375,375,375,375,0.75,0.75,0.75,8.33,8.33,8.33,8.33
Trainers' Eyes Meet (Lass).json,345,345,345,345,0.75,0.75,0.75,7.67,7.67,7.67,7.67
Trainers' Eyes Meet (Sailor).json,140,140,140,140,0.25,0.25,0.25,9.33,9.33,9.33,9.33
Trainers' Eyes Meet (Twins).json,390,390,390,390,0.75,0.75,0.75,8.67,8.67,8.67,8.67
Tranquil Settlement.json,142,142,142,142,0.25,0.25,0.25,9.47,9.47,9.47,9.47
Transcedental Etude No.1 (Prelude) (Moonblack Ver).json,140,140,140,140,0.25,0.25,0.25,9.33,9.33,9.33,9.33
Transcendent Etude No.1 - Preludio.json,139,139,139,139,0.25,0.25,0.25,9.27,9.27,9.27,9.27
Transcendental Etude S.139 No.1 (Prelude).json,140,140,140,140,0.25,0.25,0.25,9.33,9.33,9.33,9.33
Transcendental Etude S.139 No.1 (Preludio).json,420,420,420,420,0.75,0.75,0.75,9.33,9.33,9.33,9.33
Transcendental Etude S.139 No.1.json,212.5,212.5,212.5,212.5,0.5,0.5,0.5,7.08,7.08,7.08,7.08
Transcendental Etude S.139 No.2 (Molto Vivace).json,300,300,300,300,0.5,0.5,0.5,10.0,10.0,10.0,10.0
Transcendental Etude S.139 No.2.json,240.5,240.5,240.5,240.5,0.5,0.5,0.5,8.02,8.02,8.02,8.02
Transcendental Etude S.139 No.3 (Paysage).json,225,225,225,225,0.75,0.75,0.75,5.0,5.0,5.0,5.0
Transcendental Etude S.139 No.3.json,140,140,140,140,0.5,0.5,0.5,4.67,4.67,4.67,4.67
Transcendental Etude S.139 No.4 (Mazeppa).json,82,82,82,82,0.25,0.25,0.25,5.47,5.47,5.47,5.47
Transcendental Etude S.139 No.4.json,240,240,240,240,0.375,0.375,0.375,10.67,10.67,10.67,10.67
Transcendental Etude S.139 No.5 (Feux Follets).json,160,160,160,160,0.25,0.25,0.25,10.67,10.67,10.67,10.67
Transcendental Etude S.139 No.5.json,268,268,268,268,0.5,0.5,0.5,8.93,8.93,8.93,8.93
Transcendental Etude S.139 No.6 (Vision).json,270,270,270,270,0.5,0.5,0.5,9.0,9.0,9.0,9.0
Transcendental Etude S.139 No.6.json,268,268,268,268,0.5,0.5,0.5,8.93,8.93,8.93,8.93
Transcendental Etude S.139 No.7 (Eroica).json,300,300,330,330,0.75,0.75,0.75,6.67,7.33,7.33,7.11
Transcendental Etude S.139 No.7.json,220.5,220.5,220.5,220.5,0.5,0.5,0.5,7.35,7.35,7.35,7.35
Transcendental Etude S.139 No.8 (Wilde Jagd).json,138,138,138,138,0.25,0.25,0.25,9.2,9.2,9.2,9.2
Transcendental Etude S.139 No.8.json,210.5,210.5,210.5,210.5,0.75,0.75,0.75,4.68,4.68,4.68,4.68
Transcendental Etude S.139 No.9 (Ricordanza).json,270,270,270,270,0.5,0.5,0.5,9.0,9.0,9.0,9.0
Transcendental Etude S.139 No.9.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Transcendental Etude S.139 No.10 (Appassionata).json,330,330,330,330,0.5,0.5,0.5,11.0,11.0,11.0,11.0
Transcendental Etude S.139 No.10.json,270.5,270.5,270.5,270.5,0.5,0.5,0.5,9.02,9.02,9.02,9.02
Transcendental Etude S.139 No.11 (Harmonies du Soir).json,255,255,255,255,0.75,0.75,0.75,5.67,5.67,5.67,5.67
Transcendental Etude S.139 No.11.json,169.5,169.5,169.5,169.5,0.375,0.375,0.375,7.53,7.53,7.53,7.53
Transcendental Etude S.139 No.12 (Chasse Neige).json,150,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
Transcendental Etude S.139 No.12.json,239.5,239.5,239.5,239.5,0.375,0.375,0.375,10.64,10.64,10.64,10.64
Transcendental Study KSS66 No.77.json,132,132,132,132,0.25,0.25,0.25,8.8,8.8,8.8,8.8
Transcendental Study KSS66 No.78.json,510,510,510,510,0.75,0.75,0.75,11.33,11.33,11.33,11.33
Transcendental Study KSS66 No.100.json,445.5,445.5,445.5,445.5,0.75,0.75,0.75,9.9,9.9,9.9,9.9
Trap.json,140,140,144,148,0.25,0.25,0.25,9.33,9.6,9.87,9.6
Trapdoor.json,150,150,150,150,0.5,0.5,0.5,5.0,5.0,5.0,5.0
Trauervorspiel und Trauermarsch S.206.json,252,252,252,252,0.5,0.5,0.5,8.4,8.4,8.4,8.4
Traum der Sennerin Op.45.json,130,130,138,146,0.5,0.5,0.5,4.33,4.6,4.87,4.6
Traumerei Op.15 No.7.json,100,100,108,116,0.5,0.5,0.5,3.33,3.6,3.87,3.6
Travel Frog.json,136,136,136,136,0.25,0.25,0.25,9.07,9.07,9.07,9.07
Trees.json,140,140,140,140,0.5,0.5,0.5,4.67,4.67,4.67,4.67
Tremate empi tremate Op.116.json,420,420,420,420,0.75,0.75,0.75,9.33,9.33,9.33,9.33
Tremolo Etude.json,85,85,87,89,0.25,0.25,0.25,5.67,5.8,5.93,5.8
Tren Tinh Ban Duoi Tinh Yeu.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Tres Notas Para Decirte Te Quiero.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Triangle.json,125,125,129,133,0.5,0.5,0.5,4.17,4.3,4.43,4.3
Trio for clarinet. cello and piano in A minor Op.114.json,450,450,450,450,0.75,0.75,0.75,10.0,10.0,10.0,10.0
Trio for Violin Cello and Piano Op.8 Mvt.1.json,396,396,396,396,0.75,0.75,0.75,8.8,8.8,8.8,8.8
Trio for Violin Cello and Piano Op.8 Mvt.2.json,345,345,345,345,0.75,0.75,0.75,7.67,7.67,7.67,7.67
Trio for Violin Cello and Piano Op.8 Mvt.3.json,81,81,81,81,0.25,0.25,0.25,5.4,5.4,5.4,5.4
Trio for Violin Cello and Piano Op.8 Mvt.4.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Trio for violin. horn and piano in E flat major Op.40.json,750.0375,750.0375,750.0375,750.0375,1.125,1.125,1.125,11.11,11.11,11.11,11.11
Trio in C Minor BWV 585.json,336,336,336,336,0.75,0.75,0.75,7.47,7.47,7.47,7.47
Trio in D Minor BWV 583.json,294,294,294,294,0.75,0.75,0.75,6.53,6.53,6.53,6.53
Trio in G Major BWV 586.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Trio in G Minor BWV 584.json,336,336,336,336,0.75,0.75,0.75,7.47,7.47,7.47,7.47
Trio No.39 Hob.XV_25 Mvt.3 (Gypsy Rondo).json,142,142,142,142,0.25,0.25,0.25,9.47,9.47,9.47,9.47
Triple Baka.json,495,495,495,495,0.75,0.75,0.75,11.0,11.0,11.0,11.0
Triple the Threat.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Tritsch Tratsch Polka 1.0.0.305.json,180,180,180,180,0.5,0.5,0.5,6.0,6.0,6.0,6.0
Tritsch Tratsch Polka 1.2.0.880.json,180,180,180,180,0.5,0.5,0.5,6.0,6.0,6.0,6.0
Tritsch Tratsch Polka 3.0.0.27.json,180,180,180,180,0.5,0.5,0.5,6.0,6.0,6.0,6.0
Tritsch Tratsch Polka.json,74,74,74,74,0.5,0.5,0.5,2.47,2.47,2.47,2.47
Tritsch-Tratsch Polka Op.214.json,225,225,225,225,0.75,0.75,0.75,5.0,5.0,5.0,5.0
Troika E Major.json,150,150,158,166,0.5,0.5,0.5,5.0,5.27,5.53,5.27
Troika.json,107,107,107,107,0.5,0.5,0.5,3.57,3.57,3.57,3.57
Trois Andante Romantique Op.13 No.1.json,330,330,330,330,0.75,0.75,0.75,7.33,7.33,7.33,7.33
Trois Andante Romantique Op.13 No.2.json,1,1,1,1,0.75,0.75,0.75,0.02,0.02,0.02,0.02
Trois Andante Romantique Op.13 No.3.json,342,342,342,342,0.75,0.75,0.75,7.6,7.6,7.6,7.6
Trois improvisations Op.12 No.1.json,1,1,1,1,0.75,0.75,0.75,0.02,0.02,0.02,0.02
Trois improvisations Op.12 No.2.json,270,270,270,270,0.75,0.75,0.75,6.0,6.0,6.0,6.0
Trois improvisations Op.12 No.3.json,450,450,450,450,0.75,0.75,0.75,10.0,10.0,10.0,10.0
Trois mouvements de Petrouchka.json,420,420,420,420,0.75,0.75,0.75,9.33,9.33,9.33,9.33
Trois nouvelles études No.1 B.130.json,396,396,396,396,0.75,0.75,0.75,8.8,8.8,8.8,8.8
Trois nouvelles études No.2 B.130.json,118,118,118,118,0.25,0.25,0.25,7.87,7.87,7.87,7.87
Trois nouvelles études No.3 B.130.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Trois Petites Fantaisies Op.41 No.1.json,240,240,240,240,0.75,0.75,0.75,5.33,5.33,5.33,5.33
Trois Petites Fantaisies Op.41 No.2.json,270,270,270,270,0.75,0.75,0.75,6.0,6.0,6.0,6.0
Trois Petites Fantaisies Op.41 No.3.json,1,1,1,1,0.75,0.75,0.75,0.02,0.02,0.02,0.02
Trompeter Op.33 No.2.json,250,250,258,266,1,1,1,4.17,4.3,4.43,4.3
Tron.json,150,150,150,150,0.5,0.5,0.5,5.0,5.0,5.0,5.0
Tropicala Summer.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Trouble.json,140,140,140,140,0.5,0.5,0.5,4.67,4.67,4.67,4.67
Truce.json,60,60,60,60,0.5,0.5,0.5,2.0,2.0,2.0,2.0
True Kinda Love.json,102,102,102,102,0.5,0.5,0.5,3.4,3.4,3.4,3.4
True LOVE [Genocide Frisk's Theme].json,216,216,216,216,0.5,0.5,0.5,7.2,7.2,7.2,7.2
Trumpet Concerto Mvt.3.json,150,150,158,166,0.5,0.5,0.5,5.0,5.27,5.53,5.27
Trust Me.json,68,68,73,78,0.25,0.25,0.25,4.53,4.87,5.2,4.87
Truyen Thai Y.json,150,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
Try-Adapted.json,120,200,120,120,0.5,0.5,0.5,6.67,4.0,4.0,4.89
Try.json,120,200,120,120,0.5,0.5,0.5,6.67,4.0,4.0,4.89
TSLVM629 Piece of Folly No.1.json,110,110,110,110,0.25,0.5,0.5,7.33,3.67,3.67,4.89
TSLVM629 Piece of Folly No.2.json,196,196,196,196,0.25,0.5,0.5,13.07,6.53,6.53,8.71
TSLVM629 Piece of Folly No.3.json,100,100,100,100,0.5,0.5,0.5,3.33,3.33,3.33,3.33
TSLVM629 Piece of Folly No.4.json,140,140,140,140,0.5,0.125,0.5,4.67,18.67,4.67,9.34
TSLVM629 Piece of Folly No.5.json,100,100,180,150,0.25,0.375,0.5,6.67,8.0,5.0,6.56
TT.json,123,123,128,132,0.5,0.5,0.5,4.1,4.27,4.4,4.26
Tubular Bells BEEPY.json,400,400,400,400,1,1,1,6.67,6.67,6.67,6.67
Tubular Bells.json,400,400,400,400,1,1,1,6.67,6.67,6.67,6.67
Tunak Tunak Tun.json,145,145,145,145,0.25,0.25,0.25,9.67,9.67,9.67,9.67
Turkey in the Straw.json,150,150,158,166,0.5,0.5,0.5,5.0,5.27,5.53,5.27
Turkish March (1M Combo Tile).json,91,91,91,91,0.25,0.25,0.25,6.07,6.07,6.07,6.07
Turkish March (100K+ combo tile).json,91,91,91,91,0.25,0.25,0.25,6.07,6.07,6.07,6.07
Turkish March (591K Combo Tile).json,91,91,91,91,0.25,0.25,0.25,6.07,6.07,6.07,6.07
Turkish March (Another ver.).json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Turkish March (Impossible Combo Tile).json,91,91,91,91,0.25,0.25,0.25,6.07,6.07,6.07,6.07
Turkish March (My Version).json,91,91,91,91,0.25,0.25,0.25,6.07,6.07,6.07,6.07
Turkish March (Southeys Version).json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Turkish march 19747 combo tile.json,91,91,91,91,0.25,0.25,0.25,6.07,6.07,6.07,6.07
Turkish March K.331 Mvt.3.json,130,130,130,130,0.25,0.25,0.25,8.67,8.67,8.67,8.67
Turkish March.json,91,91,91,91,0.25,0.25,0.25,6.07,6.07,6.07,6.07
Turtle Woods (Death Route).json,244,244,244,244,0.5,0.5,0.5,8.13,8.13,8.13,8.13
Turtle Woods.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Turtle.json,95,95,98,102,0.25,0.25,0.25,6.33,6.53,6.8,6.55
Tuy Am.json,135,135,135,135,0.25,0.25,0.25,9.0,9.0,9.0,9.0
Twilight For Tomorrow Op.67.json,480,480,480,480,1,1,1,8.0,8.0,8.0,8.0
Twilight Techno.json,420,420,420,420,0.75,0.75,0.75,9.33,9.33,9.33,9.33
Twin Stroke of The End.json,563.985,563.985,563.985,563.985,0.75,0.75,0.75,12.53,12.53,12.53,12.53
Twinkle Little Star.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Twinkle.json,140,140,144,148,0.25,0.25,0.25,9.33,9.6,9.87,9.6
Twinkling Stars Op.64.json,480,480,480,480,1,1,1,8.0,8.0,8.0,8.0
Twinleaf Town (Day).json,80,80,80,80,0.25,0.25,0.25,5.33,5.33,5.33,5.33
Two And a Half Men theme.json,240,240,240,240,0.25,0.25,0.25,16.0,16.0,16.0,16.0
Two Caprices No.2.json,90,90,92,94,0.25,0.25,0.25,6.0,6.13,6.27,6.13
Two Flows Op.31.json,960,960,960,960,2,2,2,8.0,8.0,8.0,8.0
Two Minute Rhapsody.json,100,100,104,108,0.25,0.25,0.25,6.67,6.93,7.2,6.93
Two Part Invention No.8.json,90,90,94,98,0.25,0.25,0.25,6.0,6.27,6.53,6.27
Two Piano Pieces KSS17 No.2 (Toccata).json,300,300,300,300,0.75,0.75,0.75,6.67,6.67,6.67,6.67
Two Steps Twice.json,170.5,170.5,170.5,170.5,0.5,0.5,0.5,5.68,5.68,5.68,5.68
Two Tigers 1.0.0.146.json,145,145,145,145,0.5,0.5,0.5,4.83,4.83,4.83,4.83
Two Tigers 2.0.0.121.json,125,125,125,125,0.5,0.5,0.5,4.17,4.17,4.17,4.17
Two Tigers 3.0.0.394.json,145,145,145,145,0.5,0.5,0.5,4.83,4.83,4.83,4.83
Two Tigers.json,145,145,145,145,0.5,0.5,0.5,4.83,4.83,4.83,4.83
Two.json,98,98,98,98,0.5,0.5,0.5,3.27,3.27,3.27,3.27
Tylko jedno w głowie mam.json,90,90,150,210,0.5,0.5,0.5,3.0,5.0,7.0,5.0
Typa Girl.json,170,170,170,170,0.25,0.25,0.25,11.33,11.33,11.33,11.33
Tzigane Dance.json,150,150,150,150,0.5,0.5,0.5,5.0,5.0,5.0,5.0
U N Owen Was Her.json,2340,2340,2340,2340,0.25,0.25,0.25,156.0,156.0,156.0,156.0
U.N. Owen Was Her (Death Waltz) 60TPS.json,315,315,315,315,0.75,0.75,0.75,7.0,7.0,7.0,7.0
U.N. Owen Was Her (Death Waltz).json,315,315,315,315,0.75,0.75,0.75,7.0,7.0,7.0,7.0
U.N. Owen Was Her.json,495,495,495,495,0.75,0.75,0.75,11.0,11.0,11.0,11.0
UC 9.json,64,64,64,64,0.5,0.25,0.25,2.13,4.27,4.27,3.56
UC 10.json,200,200,200,200,0.5,0.5,0.5,6.67,6.67,6.67,6.67
UC 13.json,180,180,225,270,0.5,0.5,0.5,6.0,7.5,9.0,7.5
UC 15 (Real Ver.).json,64,64,64,64,0.5,0.25,0.25,2.13,4.27,4.27,3.56
UC 15.json,135,135,135,135,0.25,0.25,0.25,9.0,9.0,9.0,9.0
UChallenge 1.json,85,85,85,85,0.25,0.25,0.5,5.67,5.67,2.83,4.72
UChallenge 2.json,180,180,180,180,0.25,0.25,0.25,12.0,12.0,12.0,12.0
UChallenge 3.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
UChallenge 4.json,180,180,180,180,0.25,0.25,0.25,12.0,12.0,12.0,12.0
UChallenge 5.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
UChallenge 6.json,180,180,180,180,0.25,0.25,0.25,12.0,12.0,12.0,12.0
UChallenge 7 (UMod 1.10 preview).json,240,240,244,248,0.25,0.25,0.25,16.0,16.27,16.53,16.27
UChallenge 7.json,100,100,100,100,0.25,0.25,0.25,6.67,6.67,6.67,6.67
UChallenge 8.json,180,180,180,180,0.25,0.25,0.25,12.0,12.0,12.0,12.0
UChallenge 10.json,75,75,75,75,0.5,0.5,0.5,2.5,2.5,2.5,2.5
UChallenge 11.json,75,75,75,75,0.5,0.5,0.5,2.5,2.5,2.5,2.5
UChallenge 12.json,75,75,75,75,0.5,0.5,0.25,2.5,2.5,5.0,3.33
UChallenge 13.json,75,75,75,75,0.5,0.5,0.5,2.5,2.5,2.5,2.5
UChallenge 14.json,75,75,75,75,0.5,0.5,0.5,2.5,2.5,2.5,2.5
UChallenge 81.json,170,170,170,170,0.25,0.25,0.25,11.33,11.33,11.33,11.33
UChallenge12.json,89,89,97,108,0.25,0.25,0.25,5.93,6.47,7.2,6.53
UEFA Champions League Anthem.json,124,124,124,124,0.5,0.5,0.5,4.13,4.13,4.13,4.13
Ukrainian National Anthem.json,90,90,90,90,0.125,0.125,0.125,12.0,12.0,12.0,12.0
Ultimate Destruction.json,420,420,420,420,0.75,0.75,0.75,9.33,9.33,9.33,9.33
Ultimate Koopa Clear.json,300,300,300,300,0.75,0.75,0.75,6.67,6.67,6.67,6.67
Ultimate Koopa.json,276,276,276,276,0.75,0.75,0.75,6.13,6.13,6.13,6.13
UMod Opening Theme.json,112,112,112,112,0.25,0.25,0.25,7.47,7.47,7.47,7.47
UMod South Challenge (Ubgrate).json,250,250,260,270,0.25,0.25,0.25,16.67,17.33,18.0,17.33
Umod South Challenge.json,300,300,300,300,0.25,0.25,0.25,20.0,20.0,20.0,20.0
Umpah Umpah.json,69,69,69,69,0.25,0.25,0.25,4.6,4.6,4.6,4.6
Unable.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Uncrossing Flows Op.32.json,960,960,960,960,2,2,2,8.0,8.0,8.0,8.0
Undella Town (Autumn_Winter_Spring).json,30,30,30,30,0.25,0.25,0.25,2.0,2.0,2.0,2.0
Undella Town (Summer).json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Under the Winter Sky Op.71.json,480,480,480,480,1,1,1,8.0,8.0,8.0,8.0
Underground Theme-1.json,65,65,65,65,0.25,0.25,0.25,4.33,4.33,4.33,4.33
Underground Theme.json,300,300,300,300,0.75,0.75,0.75,6.67,6.67,6.67,6.67
Underground.json,300,300,300,300,0.75,0.75,0.75,6.67,6.67,6.67,6.67
Undertale.json,100,100,100,100,0.5,0.5,0.5,3.33,3.33,3.33,3.33
Underwater Theme.json,270,270,270,270,1,1,1,4.5,4.5,4.5,4.5
Underwater Waltz.json,160.5,160.5,160.5,160.5,0.5,0.5,0.5,5.35,5.35,5.35,5.35
Underwater.json,270,270,270,270,0.75,0.75,0.75,6.0,6.0,6.0,6.0
Unfinished.json,60,113,115,117,0.5,0.5,0.5,3.77,3.83,3.9,3.83
Unify - Finale.json,64,165,165,165,0.25,0.25,0.25,11.0,11.0,11.0,11.0
Unity SOUTH.json,85,85,85,85,0.25,0.25,0.25,5.67,5.67,5.67,5.67
unity-1.json,105,105,105,105,0.25,0.25,0.25,7.0,7.0,7.0,7.0
Unity.json,105,105,105,105,0.25,0.25,0.25,7.0,7.0,7.0,7.0
Universal Theme.json,120,130,130,130,0.5,0.5,0.5,4.33,4.33,4.33,4.33
Universe.json,70,70,73,76,0.25,0.25,0.25,4.67,4.87,5.07,4.87
Unknown 1.json,50,50,50,50,0.25,0.25,0.25,3.33,3.33,3.33,3.33
Unknown 2.json,150,150,155,160,0.5,0.5,0.5,5.0,5.17,5.33,5.17
Unknown 3.json,85,85,85,85,0.5,0.5,0.5,2.83,2.83,2.83,2.83
Unknown 4 (Secret Song).json,145,145,145,145,0.5,0.5,0.5,4.83,4.83,4.83,4.83
Unknown 4.json,145,145,145,145,0.5,0.5,0.5,4.83,4.83,4.83,4.83
Unknown 5.json,115,115,115,115,0.5,0.5,0.5,3.83,3.83,3.83,3.83
Unknown 6.json,90,90,90,90,0.5,0.5,0.5,3.0,3.0,3.0,3.0
Unknown 7 (Secret Song).json,180,180,180,180,0.5,0.5,0.5,6.0,6.0,6.0,6.0
Unknown 7.json,180,180,180,180,0.5,0.5,0.5,6.0,6.0,6.0,6.0
Unknown 395.json,210,210,210,210,0.25,0.25,0.25,14.0,14.0,14.0,14.0
Unknown 468.json,105,105,105,105,0.25,0.25,0.25,7.0,7.0,7.0,7.0
Unknown Lucky Music.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Unknown Track.json,150,150,150,150,0.5,0.5,0.5,5.0,5.0,5.0,5.0
Unknown XXX.json,57,57,57,57,0.25,0.25,0.25,3.8,3.8,3.8,3.8
Unparalleled Journey.json,179.5,179.5,179.5,179.5,0.5,0.5,0.5,5.98,5.98,5.98,5.98
Unravel.json,67,67,67,67,0.25,0.25,0.25,4.47,4.47,4.47,4.47
Unravelp.json,135,135,135,135,0.25,0.25,0.25,9.0,9.0,9.0,9.0
Untitled 2014.json,74,74,78,82,0.25,0.25,0.25,4.93,5.2,5.47,5.2
Untitled Rag.json,140,140,140,140,0.5,0.5,0.5,4.67,4.67,4.67,4.67
Untitled.json,64,98,98,98,0.25,0.25,0.25,6.53,6.53,6.53,6.53
Up From the Celestial Sphere Op.86.json,480,480,480,480,1,1,1,8.0,8.0,8.0,8.0
Up Is Down.json,97,97,97,97,0.25,0.25,0.25,6.47,6.47,6.47,6.47
Uprise.json,384,384,385.5,387,0.75,0.75,0.75,8.53,8.57,8.6,8.57
URBAN_01.mid.json,390,390,390,390,0.75,0.75,0.75,8.67,8.67,8.67,8.67
USSR National Anthem.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
V3 (Beethoven's Vaccine).json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
V3.json,80,80,80,80,0.25,0.25,0.25,5.33,5.33,5.33,5.33
Va pensiero.json,280,280,296,312,1,1,1,4.67,4.93,5.2,4.93
Valhalla.json,120,173,173,173,0.25,0.25,0.25,11.53,11.53,11.53,11.53
Valiant Meditation Dance Op.25.json,960,960,960,960,2,2,2,8.0,8.0,8.0,8.0
Vallee d'Obermann S.160 No.6.json,270,270,270,270,0.5,0.5,0.5,9.0,9.0,9.0,9.0
Vallee d'Obermann.json,181,181,181,181,0.5,0.5,0.5,6.03,6.03,6.03,6.03
Valor Lakefront (Night).json,255,255,255,255,0.75,0.75,0.75,5.67,5.67,5.67,5.67
Vals del Recuerdo.json,250,175,190,205,1,1,1,2.92,3.17,3.42,3.17
Valse Ballet.json,175,175,179,183,0.5,0.5,0.5,5.83,5.97,6.1,5.97
Valse Bleue.json,150,150,154,158,0.5,0.5,0.5,5.0,5.13,5.27,5.13
Valse Brillante Op.34 No.1.json,190,190,198,206,0.5,0.5,0.5,6.33,6.6,6.87,6.6
Valse Brillante Op.34 No.3.json,150,150,150,150,0.5,0.5,0.5,5.0,5.0,5.0,5.0
Valse Canariote Op.88.json,220,220,220,220,0.5,0.5,0.5,7.33,7.33,7.33,7.33
Valse Gaie Op.139.json,222,222,222,222,0.5,0.5,0.5,7.4,7.4,7.4,7.4
Valse Langoureuse Op.120.json,220,220,220,220,0.5,0.5,0.5,7.33,7.33,7.33,7.33
Valse Mignonne Op.104.json,205.5,205.5,205.5,205.5,0.5,0.5,0.5,6.85,6.85,6.85,6.85
Valse Nonchalante Op.110.json,170,170,170,170,0.5,0.5,0.5,5.67,5.67,5.67,5.67
Valse Op.1 No.8.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Valse Op.1.json,105,105,106.5,108,0.25,0.25,0.25,7.0,7.1,7.2,7.1
Valse Op.38.json,322.5,322.5,322.5,322.5,0.75,0.75,0.75,7.17,7.17,7.17,7.17
Valse Op.83 No.1.json,160,160,168,176,0.5,0.5,0.5,5.33,5.6,5.87,5.6
Valse Oubliee S.215 No.1.json,387,387,387,387,0.75,0.75,0.75,8.6,8.6,8.6,8.6
Valse Triste.json,120,120,120,120,0.5,0.5,1,4.0,4.0,2.0,3.33
Valse-Impromptu S.213.json,1,1,1,1,0.5,0.5,0.5,0.03,0.03,0.03,0.03
Vanishing Dream - Lost Dream.json,152.5,152.5,152.5,152.5,0.5,0.5,0.5,5.08,5.08,5.08,5.08
Varations on the Canon.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Variation No.6 from Hexameron B.113.json,69,69,80,69,0.25,0.25,0.25,4.6,5.33,4.6,4.84
Variation on a Theme by Rossini B.9 (Cinderella).json,396,396,396,396,0.75,0.75,0.75,8.8,8.8,8.8,8.8
