,TID,English,Arabic,Chinese Simplified,Chinese Traditional,Dutch,Filipino,Finnish,French,German,Hindi,Indonesian,Italian,Korean,Japanese,Malay,Norwegian,Polish,Portuguese,Portuguese Brazil,Russian,Spanish,Swedish,Thai,Turkish (old),Turkish,Vietnamese
17584,8.27 TPS (8.27 / 8.27 / 8.27),8.27 TPS (8.27 / 8.27 / 8.27),,,,,,,,,,,,,,,,,,,,,,,,,
17585,Waltz Op.69 No.2,Waltz Op.69 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
17586,9.2 TPS (8.67 / 9.2 / 9.73),9.2 TPS (8.67 / 9.2 / 9.73),,,,,,,,,,,,,,,,,,,,,,,,,
17587,Waltz Op.70 No.1,Waltz Op.70 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
17588,8.33 TPS (8.33 / 8.33 / 8.33),8.33 TPS (8.33 / 8.33 / 8.33),,,,,,,,,,,,,,,,,,,,,,,,,
17589,Waltz Op.70 No.2,Waltz Op.70 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
17590,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
17591,Waltz Op.70 No.3 in D flat,Waltz Op.70 No.3 in D flat,,,,,,,,,,,,,,,,,,,,,,,,,
17592,10.93 TPS (10.67 / 10.93 / 11.2),10.93 TPS (10.67 / 10.93 / 11.2),,,,,,,,,,,,,,,,,,,,,,,,,
17593,Waltz Op.70 No.3,Waltz Op.70 No.3,,,,,,,,,,,,,,,,,,,,,,,,,
17594,7.2 TPS (7.2 / 7.2 / 7.2),7.2 TPS (7.2 / 7.2 / 7.2),,,,,,,,,,,,,,,,,,,,,,,,,
17595,Waltz Op.99999 No.66666,Waltz Op.99999 No.66666,,,,,,,,,,,,,,,,,,,,,,,,,
17596,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
17597,Waltz,Waltz,,,,,,,,,,,,,,,,,,,,,,,,,
17598,5.27 TPS (5.27 / 5.27 / 5.27),5.27 TPS (5.27 / 5.27 / 5.27),,,,,,,,,,,,,,,,,,,,,,,,,
17599,Waltzes Op.39 No.6,Waltzes Op.39 No.6,,,,,,,,,,,,,,,,,,,,,,,,,
17600,5.8 TPS (5.67 / 5.8 / 5.93),5.8 TPS (5.67 / 5.8 / 5.93),,,,,,,,,,,,,,,,,,,,,,,,,
17601,Waluigi Pinball,Waluigi Pinball,,,,,,,,,,,,,,,,,,,,,,,,,
17602,4.5 TPS (4.5 / 4.5 / 4.5),4.5 TPS (4.5 / 4.5 / 4.5),,,,,,,,,,,,,,,,,,,,,,,,,
17603,Waluigi Stadium,Waluigi Stadium,,,,,,,,,,,,,,,,,,,,,,,,,
17604,6.0 TPS (6.0 / 6.0 / 6.0),6.0 TPS (6.0 / 6.0 / 6.0),,,,,,,,,,,,,,,,,,,,,,,,,
17605,Walzer Op.12 No.2,Walzer Op.12 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
17606,5.27 TPS (5.0 / 5.27 / 5.53),5.27 TPS (5.0 / 5.27 / 5.53),,,,,,,,,,,,,,,,,,,,,,,,,
17607,Walzer Op.325,Walzer Op.325,,,,,,,,,,,,,,,,,,,,,,,,,
17608,3.47 TPS (3.33 / 3.47 / 3.6),3.47 TPS (3.33 / 3.47 / 3.6),,,,,,,,,,,,,,,,,,,,,,,,,
17609,Walzer,Walzer,,,,,,,,,,,,,,,,,,,,,,,,,
17610,3.6 TPS (3.33 / 3.6 / 3.87),3.6 TPS (3.33 / 3.6 / 3.87),,,,,,,,,,,,,,,,,,,,,,,,,
17611,Wanderer Fantaisie D.760 Mvt.4,Wanderer Fantaisie D.760 Mvt.4,,,,,,,,,,,,,,,,,,,,,,,,,
17612,10.67 TPS (10.57 / 10.67 / 10.77),10.67 TPS (10.57 / 10.67 / 10.77),,,,,,,,,,,,,,,,,,,,,,,,,
17613,Want You Gone (Portal 2),Want You Gone (Portal 2),,,,,,,,,,,,,,,,,,,,,,,,,
17614,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
17615,WAP,WAP,,,,,,,,,,,,,,,,,,,,,,,,,
17616,8.87 TPS (8.87 / 8.87 / 8.87),8.87 TPS (8.87 / 8.87 / 8.87),,,,,,,,,,,,,,,,,,,,,,,,,
17617,War Thunder Theme,War Thunder Theme,,,,,,,,,,,,,,,,,,,,,,,,,
17618,16.0 TPS (16.0 / 16.0 / 16.0),16.0 TPS (16.0 / 16.0 / 16.0),,,,,,,,,,,,,,,,,,,,,,,,,
17619,Warblings At Eve (Romance),Warblings At Eve (Romance),,,,,,,,,,,,,,,,,,,,,,,,,
17620,8.33 TPS (8.33 / 8.33 / 8.33),8.33 TPS (8.33 / 8.33 / 8.33),,,,,,,,,,,,,,,,,,,,,,,,,
17621,Warblings At Eve,Warblings At Eve,,,,,,,,,,,,,,,,,,,,,,,,,
17622,4.31 TPS (4.22 / 4.31 / 4.4),4.31 TPS (4.22 / 4.31 / 4.4),,,,,,,,,,,,,,,,,,,,,,,,,
17623,Ward,Ward,,,,,,,,,,,,,,,,,,,,,,,,,
17624,6.87 TPS (6.87 / 6.87 / 6.87),6.87 TPS (6.87 / 6.87 / 6.87),,,,,,,,,,,,,,,,,,,,,,,,,
17625,Wario's Gold Mine,Wario's Gold Mine,,,,,,,,,,,,,,,,,,,,,,,,,
17626,0.07 TPS (0.07 / 0.07 / 0.07),0.07 TPS (0.07 / 0.07 / 0.07),,,,,,,,,,,,,,,,,,,,,,,,,
17627,Warm Nights ,Warm Nights ,,,,,,,,,,,,,,,,,,,,,,,,,
17628,5.8 TPS (5.8 / 5.8 / 5.8),5.8 TPS (5.8 / 5.8 / 5.8),,,,,,,,,,,,,,,,,,,,,,,,,
17629,Warm Nights,Warm Nights,,,,,,,,,,,,,,,,,,,,,,,,,
17630,5.8 TPS (5.8 / 5.8 / 5.8),5.8 TPS (5.8 / 5.8 / 5.8),,,,,,,,,,,,,,,,,,,,,,,,,
17631,Warmth,Warmth,,,,,,,,,,,,,,,,,,,,,,,,,
17632,5.33 TPS (5.33 / 5.33 / 5.33),5.33 TPS (5.33 / 5.33 / 5.33),,,,,,,,,,,,,,,,,,,,,,,,,
17633,WARNING ! ONLY FOR PRO D.TILES FAPPER,WARNING ! ONLY FOR PRO D.TILES FAPPER,,,,,,,,,,,,,,,,,,,,,,,,,
17634,2.43 TPS (2.43 / 2.43 / 2.43),2.43 TPS (2.43 / 2.43 / 2.43),,,,,,,,,,,,,,,,,,,,,,,,,
17635,Warriors,Warriors,,,,,,,,,,,,,,,,,,,,,,,,,
17636,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
17637,Watch,Watch,,,,,,,,,,,,,,,,,,,,,,,,,
17638,5.47 TPS (5.47 / 5.47 / 5.47),5.47 TPS (5.47 / 5.47 / 5.47),,,,,,,,,,,,,,,,,,,,,,,,,
17639,Water Droplets,Water Droplets,,,,,,,,,,,,,,,,,,,,,,,,,
17640,7.5 TPS (7.5 / 7.5 / 7.5),7.5 TPS (7.5 / 7.5 / 7.5),,,,,,,,,,,,,,,,,,,,,,,,,
17641,Water Flows Streamer,Water Flows Streamer,,,,,,,,,,,,,,,,,,,,,,,,,
17642,4.47 TPS (4.33 / 4.47 / 4.6),4.47 TPS (4.33 / 4.47 / 4.6),,,,,,,,,,,,,,,,,,,,,,,,,
17643,Water Park,Water Park,,,,,,,,,,,,,,,,,,,,,,,,,
17644,10.93 TPS (10.93 / 10.93 / 10.93),10.93 TPS (10.93 / 10.93 / 10.93),,,,,,,,,,,,,,,,,,,,,,,,,
17645,WATER,WATER,,,,,,,,,,,,,,,,,,,,,,,,,
17646,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
17647,Waterfall,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,
17648,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
17649,Waves Of The Ocean,Waves Of The Ocean,,,,,,,,,,,,,,,,,,,,,,,,,
17650,3.8 TPS (3.67 / 3.8 / 3.93),3.8 TPS (3.67 / 3.8 / 3.93),,,,,,,,,,,,,,,,,,,,,,,,,
17651,Wavin' Flag (Remix),Wavin' Flag (Remix),,,,,,,,,,,,,,,,,,,,,,,,,
17652,4.67 TPS (4.67 / 4.67 / 4.67),4.67 TPS (4.67 / 4.67 / 4.67),,,,,,,,,,,,,,,,,,,,,,,,,
17653,Way Back Home,Way Back Home,,,,,,,,,,,,,,,,,,,,,,,,,
17654,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
17655,way back,way back,,,,,,,,,,,,,,,,,,,,,,,,,
17656,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
17657,Way For Home,Way For Home,,,,,,,,,,,,,,,,,,,,,,,,,
17658,4.07 TPS (4.0 / 4.07 / 4.13),4.07 TPS (4.0 / 4.07 / 4.13),,,,,,,,,,,,,,,,,,,,,,,,,
17659,Way To Answer,Way To Answer,,,,,,,,,,,,,,,,,,,,,,,,,
17660,11.13 TPS (11.13 / 11.13 / 11.13),11.13 TPS (11.13 / 11.13 / 11.13),,,,,,,,,,,,,,,,,,,,,,,,,
17661,We Are Number One BEEPY,We Are Number One BEEPY,,,,,,,,,,,,,,,,,,,,,,,,,
17662,5.47 TPS (5.47 / 5.47 / 5.47),5.47 TPS (5.47 / 5.47 / 5.47),,,,,,,,,,,,,,,,,,,,,,,,,
17663,We are Number One-1,We are Number One-1,,,,,,,,,,,,,,,,,,,,,,,,,
17664,10.67 TPS (10.67 / 10.67 / 10.67),10.67 TPS (10.67 / 10.67 / 10.67),,,,,,,,,,,,,,,,,,,,,,,,,
17665,We Are Number One,We Are Number One,,,,,,,,,,,,,,,,,,,,,,,,,
17666,5.47 TPS (5.47 / 5.47 / 5.47),5.47 TPS (5.47 / 5.47 / 5.47),,,,,,,,,,,,,,,,,,,,,,,,,
17667,We Are The Champions,We Are The Champions,,,,,,,,,,,,,,,,,,,,,,,,,
17668,6.6 TPS (6.6 / 6.6 / 6.6),6.6 TPS (6.6 / 6.6 / 6.6),,,,,,,,,,,,,,,,,,,,,,,,,
17669,We Are the Crystal Gems,We Are the Crystal Gems,,,,,,,,,,,,,,,,,,,,,,,,,
17670,5.0 TPS (5.0 / 5.0 / 5.0),5.0 TPS (5.0 / 5.0 / 5.0),,,,,,,,,,,,,,,,,,,,,,,,,
17671,We Are The Reason,We Are The Reason,,,,,,,,,,,,,,,,,,,,,,,,,
17672,4.87 TPS (4.87 / 4.87 / 4.87),4.87 TPS (4.87 / 4.87 / 4.87),,,,,,,,,,,,,,,,,,,,,,,,,
17673,We Bare Bear Opening Theme (Clade 1907 ver.),We Bare Bear Opening Theme (Clade 1907 ver.),,,,,,,,,,,,,,,,,,,,,,,,,
17674,0.17 TPS (0.17 / 0.17 / 0.17),0.17 TPS (0.17 / 0.17 / 0.17),,,,,,,,,,,,,,,,,,,,,,,,,
17675,We Bare Bear Opening Theme,We Bare Bear Opening Theme,,,,,,,,,,,,,,,,,,,,,,,,,
17676,6.0 TPS (6.0 / 6.0 / 6.0),6.0 TPS (6.0 / 6.0 / 6.0),,,,,,,,,,,,,,,,,,,,,,,,,
17677,We Don't Believe What's on TV,We Don't Believe What's on TV,,,,,,,,,,,,,,,,,,,,,,,,,
17678,4.0 TPS (4.0 / 4.0 / 4.0),4.0 TPS (4.0 / 4.0 / 4.0),,,,,,,,,,,,,,,,,,,,,,,,,
17679,We Don't Talk Anymore BEEPY,We Don't Talk Anymore BEEPY,,,,,,,,,,,,,,,,,,,,,,,,,
17680,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
17681,We Don't Talk Anymore,We Don't Talk Anymore,,,,,,,,,,,,,,,,,,,,,,,,,
17682,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
17683,We First,We First,,,,,,,,,,,,,,,,,,,,,,,,,
17684,7.0 TPS (6.73 / 7.0 / 7.27),7.0 TPS (6.73 / 7.0 / 7.27),,,,,,,,,,,,,,,,,,,,,,,,,
17685,We Go,We Go,,,,,,,,,,,,,,,,,,,,,,,,,
17686,5.88 TPS (5.88 / 5.88 / 5.88),5.88 TPS (5.88 / 5.88 / 5.88),,,,,,,,,,,,,,,,,,,,,,,,,
17687,We Gotta Power,We Gotta Power,,,,,,,,,,,,,,,,,,,,,,,,,
17688,5.72 TPS (5.72 / 5.72 / 5.72),5.72 TPS (5.72 / 5.72 / 5.72),,,,,,,,,,,,,,,,,,,,,,,,,
17689,We Like To Party,We Like To Party,,,,,,,,,,,,,,,,,,,,,,,,,
17690,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
17691,We Three Kings,We Three Kings,,,,,,,,,,,,,,,,,,,,,,,,,
17692,3.17 TPS (3.0 / 3.17 / 3.33),3.17 TPS (3.0 / 3.17 / 3.33),,,,,,,,,,,,,,,,,,,,,,,,,
17693,We Three Kings1,We Three Kings1,,,,,,,,,,,,,,,,,,,,,,,,,
17694,3.17 TPS (3.0 / 3.17 / 3.33),3.17 TPS (3.0 / 3.17 / 3.33),,,,,,,,,,,,,,,,,,,,,,,,,
17695,We Were Angels BEEPY,We Were Angels BEEPY,,,,,,,,,,,,,,,,,,,,,,,,,
17696,5.0 TPS (5.0 / 5.0 / 5.0),5.0 TPS (5.0 / 5.0 / 5.0),,,,,,,,,,,,,,,,,,,,,,,,,
17697,We Were Angels,We Were Angels,,,,,,,,,,,,,,,,,,,,,,,,,
17698,5.0 TPS (5.0 / 5.0 / 5.0),5.0 TPS (5.0 / 5.0 / 5.0),,,,,,,,,,,,,,,,,,,,,,,,,
17699,We Were Angels1,We Were Angels1,,,,,,,,,,,,,,,,,,,,,,,,,
17700,5.0 TPS (5.0 / 5.0 / 5.0),5.0 TPS (5.0 / 5.0 / 5.0),,,,,,,,,,,,,,,,,,,,,,,,,
17701,We Were In Love,We Were In Love,,,,,,,,,,,,,,,,,,,,,,,,,
17702,3.5 TPS (3.33 / 3.5 / 3.67),3.5 TPS (3.33 / 3.5 / 3.67),,,,,,,,,,,,,,,,,,,,,,,,,
17703,We will rock you,We will rock you,,,,,,,,,,,,,,,,,,,,,,,,,
17704,5.33 TPS (5.33 / 5.33 / 5.33),5.33 TPS (5.33 / 5.33 / 5.33),,,,,,,,,,,,,,,,,,,,,,,,,
17705,We Wish You A Merry Christmas,We Wish You A Merry Christmas,,,,,,,,,,,,,,,,,,,,,,,,,
17706,3.67 TPS (3.67 / 3.67 / 3.67),3.67 TPS (3.67 / 3.67 / 3.67),,,,,,,,,,,,,,,,,,,,,,,,,
17707,Wedding Cake - Caprice-Valse Op.76,Wedding Cake - Caprice-Valse Op.76,,,,,,,,,,,,,,,,,,,,,,,,,
17708,8.33 TPS (8.33 / 8.33 / 8.33),8.33 TPS (8.33 / 8.33 / 8.33),,,,,,,,,,,,,,,,,,,,,,,,,
17709,Wedding March,Wedding March,,,,,,,,,,,,,,,,,,,,,,,,,
17710,5.0 TPS (5.0 / 5.0 / 5.0),5.0 TPS (5.0 / 5.0 / 5.0),,,,,,,,,,,,,,,,,,,,,,,,,
17711,Wedding,Wedding,,,,,,,,,,,,,,,,,,,,,,,,,
17712,3.4 TPS (3.33 / 3.4 / 3.47),3.4 TPS (3.33 / 3.4 / 3.47),,,,,,,,,,,,,,,,,,,,,,,,,
17713,Wednesday Dance Scene (Bloody Mary TikTok remix),Wednesday Dance Scene (Bloody Mary TikTok remix),,,,,,,,,,,,,,,,,,,,,,,,,
17714,6.33 TPS (6.0 / 6.33 / 6.67),6.33 TPS (6.0 / 6.33 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
17715,Weird Piece No.1 (Turkish Votre Toast),Weird Piece No.1 (Turkish Votre Toast),,,,,,,,,,,,,,,,,,,,,,,,,
17716,6.07 TPS (6.07 / 6.07 / 6.07),6.07 TPS (6.07 / 6.07 / 6.07),,,,,,,,,,,,,,,,,,,,,,,,,
17717,Weird Piece No.2 (William's Virus),Weird Piece No.2 (William's Virus),,,,,,,,,,,,,,,,,,,,,,,,,
17718,7.67 TPS (7.67 / 7.67 / 7.67),7.67 TPS (7.67 / 7.67 / 7.67),,,,,,,,,,,,,,,,,,,,,,,,,
17719,Welcome To NewYork,Welcome To NewYork,,,,,,,,,,,,,,,,,,,,,,,,,
17720,7.73 TPS (7.73 / 7.73 / 7.73),7.73 TPS (7.73 / 7.73 / 7.73),,,,,,,,,,,,,,,,,,,,,,,,,
17721,Wellerman,Wellerman,,,,,,,,,,,,,,,,,,,,,,,,,
17722,6.33 TPS (6.0 / 6.33 / 6.67),6.33 TPS (6.0 / 6.33 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
17723,Wellington_s Victory Op.91,Wellington_s Victory Op.91,,,,,,,,,,,,,,,,,,,,,,,,,
17724,11.2 TPS (11.2 / 11.2 / 11.2),11.2 TPS (11.2 / 11.2 / 11.2),,,,,,,,,,,,,,,,,,,,,,,,,
17725,Welsh Song WoO 155 No.1,Welsh Song WoO 155 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
17726,8.53 TPS (8.53 / 8.53 / 8.53),8.53 TPS (8.53 / 8.53 / 8.53),,,,,,,,,,,,,,,,,,,,,,,,,
17727,Welsh Song WoO 155 No.2,Welsh Song WoO 155 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
17728,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
17729,Welsh Song WoO 155 No.3,Welsh Song WoO 155 No.3,,,,,,,,,,,,,,,,,,,,,,,,,
17730,8.53 TPS (8.53 / 8.53 / 8.53),8.53 TPS (8.53 / 8.53 / 8.53),,,,,,,,,,,,,,,,,,,,,,,,,
17731,Welsh Song WoO 155 No.4,Welsh Song WoO 155 No.4,,,,,,,,,,,,,,,,,,,,,,,,,
17732,5.33 TPS (5.33 / 5.33 / 5.33),5.33 TPS (5.33 / 5.33 / 5.33),,,,,,,,,,,,,,,,,,,,,,,,,
17733,Welsh Song WoO 155 No.5,Welsh Song WoO 155 No.5,,,,,,,,,,,,,,,,,,,,,,,,,
17734,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
17735,Welsh Song WoO 155 No.6,Welsh Song WoO 155 No.6,,,,,,,,,,,,,,,,,,,,,,,,,
17736,7.2 TPS (7.2 / 7.2 / 7.2),7.2 TPS (7.2 / 7.2 / 7.2),,,,,,,,,,,,,,,,,,,,,,,,,
17737,Welsh Song WoO 155 No.7,Welsh Song WoO 155 No.7,,,,,,,,,,,,,,,,,,,,,,,,,
17738,4.8 TPS (4.8 / 4.8 / 4.8),4.8 TPS (4.8 / 4.8 / 4.8),,,,,,,,,,,,,,,,,,,,,,,,,
17739,Welsh Song WoO 155 No.8,Welsh Song WoO 155 No.8,,,,,,,,,,,,,,,,,,,,,,,,,
17740,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
17741,Welsh Song WoO 155 No.9,Welsh Song WoO 155 No.9,,,,,,,,,,,,,,,,,,,,,,,,,
17742,5.33 TPS (5.33 / 5.33 / 5.33),5.33 TPS (5.33 / 5.33 / 5.33),,,,,,,,,,,,,,,,,,,,,,,,,
17743,Welsh Song WoO 155 No.10,Welsh Song WoO 155 No.10,,,,,,,,,,,,,,,,,,,,,,,,,
17744,6.13 TPS (6.13 / 6.13 / 6.13),6.13 TPS (6.13 / 6.13 / 6.13),,,,,,,,,,,,,,,,,,,,,,,,,
17745,Welsh Song WoO 155 No.11,Welsh Song WoO 155 No.11,,,,,,,,,,,,,,,,,,,,,,,,,
17746,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
17747,Welsh Song WoO 155 No.12,Welsh Song WoO 155 No.12,,,,,,,,,,,,,,,,,,,,,,,,,
17748,7.2 TPS (7.2 / 7.2 / 7.2),7.2 TPS (7.2 / 7.2 / 7.2),,,,,,,,,,,,,,,,,,,,,,,,,
17749,Welsh Song WoO 155 No.13,Welsh Song WoO 155 No.13,,,,,,,,,,,,,,,,,,,,,,,,,
17750,4.27 TPS (4.27 / 4.27 / 4.27),4.27 TPS (4.27 / 4.27 / 4.27),,,,,,,,,,,,,,,,,,,,,,,,,
17751,Welsh Song WoO 155 No.14,Welsh Song WoO 155 No.14,,,,,,,,,,,,,,,,,,,,,,,,,
17752,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
17753,Welsh Song WoO 155 No.15,Welsh Song WoO 155 No.15,,,,,,,,,,,,,,,,,,,,,,,,,
17754,5.33 TPS (5.33 / 5.33 / 5.33),5.33 TPS (5.33 / 5.33 / 5.33),,,,,,,,,,,,,,,,,,,,,,,,,
17755,Welsh Song WoO 155 No.16,Welsh Song WoO 155 No.16,,,,,,,,,,,,,,,,,,,,,,,,,
17756,7.2 TPS (7.2 / 7.2 / 7.2),7.2 TPS (7.2 / 7.2 / 7.2),,,,,,,,,,,,,,,,,,,,,,,,,
17757,Welsh Song WoO 155 No.17,Welsh Song WoO 155 No.17,,,,,,,,,,,,,,,,,,,,,,,,,
17758,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
17759,Welsh Song WoO 155 No.18,Welsh Song WoO 155 No.18,,,,,,,,,,,,,,,,,,,,,,,,,
17760,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
17761,Welsh Song WoO 155 No.19,Welsh Song WoO 155 No.19,,,,,,,,,,,,,,,,,,,,,,,,,
17762,4.8 TPS (4.8 / 4.8 / 4.8),4.8 TPS (4.8 / 4.8 / 4.8),,,,,,,,,,,,,,,,,,,,,,,,,
17763,Welsh Song WoO 155 No.20,Welsh Song WoO 155 No.20,,,,,,,,,,,,,,,,,,,,,,,,,
17764,5.87 TPS (5.87 / 5.87 / 5.87),5.87 TPS (5.87 / 5.87 / 5.87),,,,,,,,,,,,,,,,,,,,,,,,,
17765,Welsh Song WoO 155 No.21,Welsh Song WoO 155 No.21,,,,,,,,,,,,,,,,,,,,,,,,,
17766,9.0 TPS (9.0 / 9.0 / 9.0),9.0 TPS (9.0 / 9.0 / 9.0),,,,,,,,,,,,,,,,,,,,,,,,,
17767,Welsh Song WoO 155 No.22,Welsh Song WoO 155 No.22,,,,,,,,,,,,,,,,,,,,,,,,,
17768,5.33 TPS (5.33 / 5.33 / 5.33),5.33 TPS (5.33 / 5.33 / 5.33),,,,,,,,,,,,,,,,,,,,,,,,,
17769,Welsh Song WoO 155 No.23,Welsh Song WoO 155 No.23,,,,,,,,,,,,,,,,,,,,,,,,,
17770,5.33 TPS (5.33 / 5.33 / 5.33),5.33 TPS (5.33 / 5.33 / 5.33),,,,,,,,,,,,,,,,,,,,,,,,,
17771,Welsh Song WoO 155 No.24,Welsh Song WoO 155 No.24,,,,,,,,,,,,,,,,,,,,,,,,,
17772,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
17773,Welsh Song WoO 155 No.25,Welsh Song WoO 155 No.25,,,,,,,,,,,,,,,,,,,,,,,,,
17774,5.33 TPS (5.33 / 5.33 / 5.33),5.33 TPS (5.33 / 5.33 / 5.33),,,,,,,,,,,,,,,,,,,,,,,,,
17775,Welsh Song WoO 155 No.26,Welsh Song WoO 155 No.26,,,,,,,,,,,,,,,,,,,,,,,,,
17776,7.33 TPS (7.33 / 7.33 / 7.33),7.33 TPS (7.33 / 7.33 / 7.33),,,,,,,,,,,,,,,,,,,,,,,,,
17777,West Coast,West Coast,,,,,,,,,,,,,,,,,,,,,,,,,
17778,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
17779,Wet Hands,Wet Hands,,,,,,,,,,,,,,,,,,,,,,,,,
17780,2.33 TPS (2.33 / 2.33 / 2.33),2.33 TPS (2.33 / 2.33 / 2.33),,,,,,,,,,,,,,,,,,,,,,,,,
17781,Wet Hands(single tile ver),Wet Hands(single tile ver),,,,,,,,,,,,,,,,,,,,,,,,,
17782,2.33 TPS (2.33 / 2.33 / 2.33),2.33 TPS (2.33 / 2.33 / 2.33),,,,,,,,,,,,,,,,,,,,,,,,,
17783,What 2 Do,What 2 Do,,,,,,,,,,,,,,,,,,,,,,,,,
17784,6.4 TPS (6.2 / 6.4 / 6.6),6.4 TPS (6.2 / 6.4 / 6.6),,,,,,,,,,,,,,,,,,,,,,,,,
17785,What happens if you convert MP3-MIDI-Q-JSON,What happens if you convert MP3-MIDI-Q-JSON,,,,,,,,,,,,,,,,,,,,,,,,,
17786,4.47 TPS (4.47 / 4.47 / 4.47),4.47 TPS (4.47 / 4.47 / 4.47),,,,,,,,,,,,,,,,,,,,,,,,,
17787,What Is Love (Haddaway),What Is Love (Haddaway),,,,,,,,,,,,,,,,,,,,,,,,,
17788,665020.63 TPS (665020.63 / 665020.63 / 665020.63),665020.63 TPS (665020.63 / 665020.63 / 665020.63),,,,,,,,,,,,,,,,,,,,,,,,,
17789,What is Love_,What is Love_,,,,,,,,,,,,,,,,,,,,,,,,,
17790,2.3 TPS (2.3 / 2.3 / 2.3),2.3 TPS (2.3 / 2.3 / 2.3),,,,,,,,,,,,,,,,,,,,,,,,,
17791,What Is Love,What Is Love,,,,,,,,,,,,,,,,,,,,,,,,,
17792,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
17793,WHAT THE HELL No.1,WHAT THE HELL No.1,,,,,,,,,,,,,,,,,,,,,,,,,
17794,2.13 TPS (2.13 / 2.13 / 2.13),2.13 TPS (2.13 / 2.13 / 2.13),,,,,,,,,,,,,,,,,,,,,,,,,
17795,WHAT THE HELL No.2,WHAT THE HELL No.2,,,,,,,,,,,,,,,,,,,,,,,,,
17796,3.17 TPS (3.0 / 3.17 / 3.33),3.17 TPS (3.0 / 3.17 / 3.33),,,,,,,,,,,,,,,,,,,,,,,,,
17797,WHAT THE HELL No.3 (Final Countdown At The End),WHAT THE HELL No.3 (Final Countdown At The End),,,,,,,,,,,,,,,,,,,,,,,,,
17798,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
17799,WHAT THE HELL No.4,WHAT THE HELL No.4,,,,,,,,,,,,,,,,,,,,,,,,,
